Soil_pH,Nitrogen,Phosphorus,Potassium,Moisture_Content_%,Temperature_C,Historical_Yield_kg_ha,Crop_Yield_kg_ha
7.68,96.3,67.3,28.0,32.0,22.9,4481.1,4681.4
6.45,42.5,53.9,61.4,22.7,16.8,4818.6,4505.3
5.84,36.5,6.2,66.4,35.3,23.7,3110.9,3332.4
4.93,64.1,75.9,10.6,26.8,38.6,2895.0,2045.8
5.46,29.9,77.8,46.0,12.1,35.5,4669.7,3882.9
8.3,60.0,74.4,49.1,47.7,14.4,1797.2,1427.3
5.72,24.0,42.6,31.7,15.8,10.9,2518.2,1661.3
5.18,62.2,21.5,53.7,30.3,38.0,1252.8,905.2
6.34,64.2,34.3,22.4,7.7,25.8,1435.7,1376.5
5.73,47.7,51.1,35.9,46.3,26.1,2460.3,2489.7
4.64,44.4,33.4,67.1,46.8,33.4,1117.2,960.7
5.79,32.1,58.1,79.9,21.4,19.4,2472.5,2314.4
6.68,39.8,64.7,57.2,10.4,24.5,4929.9,4724.4
6.71,54.9,20.7,16.0,39.6,39.1,1366.6,1001.5
5.93,32.3,35.4,64.3,16.8,30.2,3620.4,3331.4
6.29,80.5,76.8,81.8,36.5,14.6,6478.7,5191.8
8.36,73.8,23.7,50.3,46.2,14.0,5747.7,4659.6
6.01,34.2,31.0,49.5,31.6,16.1,2832.6,2257.9
5.53,18.8,7.7,89.3,43.8,33.0,6548.8,6094.5
5.47,10.0,29.9,60.9,15.1,18.9,2977.9,2488.2
6.33,63.7,32.8,74.5,46.0,10.6,1435.1,1063.6
7.54,29.0,12.5,61.7,15.2,38.3,6964.3,5131.2
5.32,11.1,5.1,27.7,15.2,15.1,6220.1,4768.1
7.34,42.3,48.2,32.7,44.6,10.3,3795.6,2620.1
4.58,96.6,27.6,63.3,30.0,17.1,4998.3,4393.0
6.18,72.1,6.3,46.5,41.0,17.1,5027.4,4478.8
7.6,87.2,69.5,42.3,41.1,22.7,2166.9,2020.0
5.85,23.0,48.8,11.8,34.1,37.6,2200.3,1782.6
6.75,16.6,17.8,80.7,13.5,36.4,3817.5,2764.0
5.32,11.0,69.9,80.8,36.1,23.7,6469.4,7054.0
7.47,96.0,24.0,46.9,7.9,22.3,1060.0,971.4
4.71,37.0,22.1,66.1,14.0,26.7,5695.0,5390.7
7.91,51.4,72.1,24.2,33.9,17.3,1345.2,1129.8
5.29,45.5,18.5,50.3,45.9,11.6,3869.3,2723.9
8.0,75.7,70.9,45.1,39.7,38.2,4827.2,3821.7
5.91,37.9,65.2,62.5,20.0,15.6,5120.6,4078.6
7.39,58.2,28.2,47.6,42.1,16.0,1350.9,1196.7
5.78,99.6,7.6,49.9,48.5,24.2,3511.6,3525.5
8.12,50.0,11.2,33.7,19.9,24.7,4503.0,4023.0
5.01,59.6,13.2,13.9,13.4,10.6,1396.3,926.2
5.21,55.2,71.8,83.4,13.9,14.4,1810.6,1500.1
6.47,82.3,35.3,11.0,23.0,21.3,4981.9,4942.4
4.83,34.0,7.4,32.5,7.4,30.5,4129.8,3071.7
5.28,25.3,46.7,45.8,26.9,16.9,1971.0,1710.5
8.28,77.9,20.6,35.5,38.0,22.7,4211.4,4024.4
8.41,47.4,22.6,54.2,28.9,26.7,6476.2,6145.9
6.01,92.2,17.1,46.9,48.7,36.7,1093.5,882.4
8.19,68.0,62.2,30.4,25.8,19.8,4855.8,4292.7
6.68,60.8,5.0,17.0,5.6,14.0,1441.9,1083.8
5.58,16.3,37.9,21.0,26.2,24.7,1038.7,936.6
7.31,75.7,11.5,48.9,46.8,32.4,1903.9,1832.3
7.14,71.7,46.4,77.7,9.3,13.3,3537.4,2831.7
8.46,67.6,30.9,18.1,15.0,22.7,5814.1,5321.0
5.56,34.1,7.1,64.2,37.2,10.5,2690.7,1830.0
7.19,95.2,39.6,73.4,18.2,11.0,4754.0,3636.6
4.71,38.9,47.8,32.1,39.4,24.5,3466.9,3194.0
4.95,23.7,23.6,63.5,23.9,18.9,2406.0,2112.9
4.52,98.8,62.4,64.9,40.8,35.4,4085.5,3156.8
8.5,77.2,32.8,66.6,29.8,28.1,5784.8,4911.2
7.71,47.3,61.2,81.3,8.7,23.6,5995.0,6151.7
7.65,94.2,48.4,41.9,22.4,22.2,6079.1,5312.7
6.54,18.2,70.2,29.5,20.0,24.9,3031.3,3302.1
5.7,17.9,46.0,53.5,41.5,11.2,5760.7,3993.9
5.11,71.4,18.9,15.0,33.1,36.8,2273.1,1779.9
5.64,26.0,66.7,36.7,40.0,39.9,5430.6,3649.5
6.0,92.5,63.7,80.7,21.7,15.4,6690.3,5716.2
7.53,85.6,77.9,52.6,36.1,13.6,1082.5,822.4
6.66,37.6,12.0,44.9,7.9,14.3,3642.2,3068.0
4.81,90.0,49.3,31.3,6.7,29.8,4886.6,4078.5
4.57,13.9,41.9,30.0,17.9,29.8,5210.7,3936.8
4.91,59.4,55.3,28.9,39.8,35.4,2056.5,1675.1
6.14,94.2,78.5,76.3,29.0,32.6,6833.1,6204.5
8.23,87.0,44.9,88.8,23.4,23.5,4691.6,4816.7
7.05,42.0,56.4,52.8,45.3,28.4,1986.0,1959.9
7.71,26.5,31.0,16.4,27.4,30.6,1123.1,957.0
6.37,28.9,27.4,70.1,32.6,25.4,5699.6,5946.3
5.95,56.3,30.1,80.2,49.4,24.3,1478.2,1698.1
4.93,63.7,7.9,84.5,28.5,29.4,1846.3,1689.0
8.0,13.0,26.4,60.3,40.3,26.7,4449.0,4419.1
7.63,47.2,18.0,50.6,23.6,29.3,4621.0,4352.3
5.17,84.7,39.3,59.6,6.6,28.4,5121.3,5004.3
6.55,50.0,39.6,11.0,42.6,31.6,3361.1,3355.9
6.45,25.2,62.4,62.4,47.5,29.3,5643.4,6186.6
7.0,95.9,42.7,66.8,24.5,25.6,6846.2,6887.1
8.28,34.0,39.7,67.8,27.7,30.5,2626.6,2135.3
6.82,81.9,22.4,55.0,24.1,23.5,5218.2,4974.4
6.66,27.4,68.9,66.0,49.9,17.3,6570.8,6601.2
4.7,48.1,11.8,61.1,45.7,10.0,5117.7,3801.5
4.75,54.1,78.7,19.2,6.8,26.8,5086.7,4714.8
5.25,55.1,40.7,81.9,40.1,27.7,2342.6,2089.0
4.63,56.5,18.9,59.8,32.0,39.2,4210.8,2818.3
7.47,30.2,31.6,68.2,6.1,20.8,4375.1,4049.0
7.39,56.4,6.2,37.4,25.0,21.8,5200.8,4610.3
5.04,53.4,17.5,83.5,11.7,16.1,6980.9,5636.8
7.84,28.8,30.2,50.2,44.3,12.1,1201.9,912.0
5.12,98.9,46.6,64.3,5.6,33.2,1391.4,1071.9
5.7,87.9,14.7,86.2,44.3,17.5,1467.7,1450.8
5.5,89.9,55.7,83.3,47.3,28.3,5457.9,5229.5
5.99,71.7,68.3,61.6,8.3,30.6,1818.1,1769.2
5.52,24.4,47.9,23.3,37.4,24.1,4734.7,4760.0
6.46,61.1,27.3,86.0,29.7,36.3,2948.0,2255.8
6.13,83.9,14.1,88.7,47.9,23.3,3743.9,4246.6
8.45,13.5,6.2,18.3,40.9,18.5,2294.0,2011.0
4.72,54.6,59.9,46.0,36.2,36.9,6196.6,4988.2
5.07,45.7,52.1,53.9,46.6,35.8,4516.9,3738.6
4.71,29.1,40.7,17.4,12.2,14.9,6667.4,5115.1
7.0,44.0,12.6,25.2,21.9,10.8,4447.6,3462.3
4.72,98.5,20.5,53.0,42.9,12.7,1743.4,1225.6
7.85,75.1,66.1,87.0,9.6,18.6,2025.2,1590.5
6.55,37.0,41.0,12.2,47.1,39.2,6934.4,4974.8
6.61,64.5,77.2,83.0,38.5,26.8,5353.4,6144.2
6.75,32.2,80.0,81.9,24.8,21.2,1295.7,1286.8
5.18,65.0,65.1,78.6,20.2,36.7,5222.7,3739.1
5.29,90.7,24.4,40.2,11.6,23.6,3473.0,3044.6
5.78,60.1,22.3,49.3,9.2,19.5,2843.3,2464.3
6.87,76.0,24.0,42.3,24.1,38.2,1924.4,1560.7
5.34,50.8,79.0,85.8,42.9,35.5,6039.4,5345.5
4.97,57.2,30.2,51.7,28.9,35.3,1383.0,1155.9
8.38,72.6,58.0,16.4,25.3,25.4,2739.0,2750.0
4.59,83.1,76.9,31.9,19.4,33.7,2838.3,2055.9
7.71,69.4,66.5,47.0,12.1,15.4,1965.4,1626.5
7.65,98.0,49.8,86.3,49.6,27.2,4049.1,4181.7
5.69,83.8,17.7,55.5,6.2,39.5,1070.2,779.8
5.04,79.9,18.1,65.7,19.0,18.7,2805.9,2385.1
5.08,86.1,41.9,17.1,39.6,33.8,6601.8,5487.6
7.29,35.3,76.4,80.2,28.4,24.7,2863.2,2736.2
7.07,48.9,72.8,53.1,19.1,11.2,3162.8,2540.4
7.63,60.8,17.5,83.7,49.7,32.9,3839.0,3320.0
8.25,51.6,26.6,45.6,32.9,15.1,4370.2,3472.4
7.27,86.3,49.2,64.6,18.3,28.9,5852.3,5192.3
5.12,12.4,40.8,47.7,43.2,12.6,2141.9,1579.4
5.47,28.8,14.0,21.4,11.8,38.4,6230.5,4668.1
7.87,89.4,32.7,31.8,25.9,18.8,5545.3,4533.6
5.34,15.3,76.6,15.4,42.8,16.8,5335.9,4283.4
4.79,30.4,76.4,45.2,49.3,13.9,1520.8,1145.8
7.31,41.6,47.0,61.9,22.2,38.4,1129.8,849.5
6.11,77.6,52.6,29.5,11.2,31.4,4564.1,4054.4
8.18,60.4,21.6,49.2,30.5,32.2,6178.8,4827.6
7.1,95.9,60.6,46.7,47.5,25.0,4506.6,5113.3
4.86,30.5,8.9,52.7,35.0,24.2,2279.4,2364.1
8.29,88.5,21.6,24.8,32.1,13.3,1543.1,1082.5
5.53,35.5,5.4,52.7,18.9,26.8,5197.6,5075.1
5.85,32.1,33.9,39.1,32.3,17.4,5330.6,4718.1
6.11,54.9,68.8,32.9,44.8,39.3,2035.2,1519.7
4.7,16.4,78.7,56.9,21.9,33.9,1169.1,944.0
6.49,44.6,55.1,21.8,15.9,22.4,3449.7,3177.5
4.99,42.0,60.9,82.1,26.6,14.5,4496.3,3768.4
6.1,24.4,24.7,84.8,21.9,33.6,5236.0,4029.5
5.9,87.5,44.0,62.8,26.1,13.7,5859.7,4805.0
7.59,44.7,60.2,34.3,9.3,15.7,4663.2,3541.9
7.71,98.4,42.3,60.1,20.1,16.3,1665.3,1484.3
5.11,91.0,11.6,58.1,42.2,26.7,5095.5,5039.1
5.97,27.5,60.6,41.3,23.0,33.6,6905.1,6194.2
5.99,55.5,21.5,33.0,48.6,19.4,6433.5,6618.7
5.11,64.2,12.3,23.5,36.9,12.5,6230.0,4490.7
7.69,83.7,40.9,27.4,21.5,23.9,2813.0,2934.1
7.33,89.7,10.6,62.2,16.3,32.4,5504.7,4916.7
5.26,66.2,52.2,80.9,35.8,16.6,6106.6,4832.0
5.97,13.2,53.0,40.8,18.6,16.6,5070.0,3905.1
4.92,53.3,24.3,19.8,46.7,38.4,2503.4,1952.1
7.01,89.6,77.3,11.0,10.2,38.6,6723.0,4922.0
4.99,74.3,66.8,42.5,6.3,39.7,3704.9,2493.4
8.44,88.3,13.2,28.6,14.9,34.2,1778.8,1459.5
7.62,70.7,61.1,35.8,32.3,15.6,1658.7,1486.6
6.06,14.0,31.5,29.3,42.6,16.4,4885.1,3909.5
6.81,97.1,61.3,63.1,12.7,20.2,3626.3,3328.8
8.15,92.6,65.1,61.1,31.3,19.5,1566.9,1514.8
6.72,21.4,16.4,83.0,11.5,38.7,5442.2,4251.4
5.2,20.1,54.6,66.0,30.3,33.7,5796.0,4994.2
6.01,58.5,69.7,23.2,5.8,31.7,5352.5,4247.6
7.87,78.1,29.3,70.1,30.1,15.6,2213.6,1853.1
7.08,44.4,11.0,24.5,28.5,37.3,5138.7,3992.4
7.1,22.3,7.0,54.7,6.9,34.8,1064.3,775.6
7.97,56.0,13.3,16.2,36.0,14.9,2830.7,2343.1
8.08,40.4,5.3,13.8,30.8,36.1,3392.9,2437.7
8.18,41.7,29.5,47.1,33.0,18.2,6011.5,5196.2
4.88,68.0,27.4,18.4,28.8,12.4,3342.4,2359.7
6.68,89.7,13.3,34.5,37.5,29.7,1067.6,951.3
7.46,60.3,53.8,37.1,28.6,29.6,3114.1,2890.4
7.53,71.9,79.4,71.6,46.5,12.8,3993.5,3114.1
6.93,69.4,72.6,36.6,47.5,19.6,6694.0,5971.0
5.17,59.6,24.0,49.5,37.7,39.8,6646.2,4438.2
7.69,38.0,62.7,71.8,46.0,30.4,2085.2,1992.4
7.38,44.0,75.3,26.4,46.5,31.9,2110.9,1767.6
4.84,38.4,73.0,74.4,16.8,16.4,1980.3,1455.6
6.36,92.6,71.3,76.5,49.7,12.4,5733.5,5305.9
5.2,84.4,64.0,89.1,17.0,18.3,1036.1,829.3
5.85,62.1,27.0,45.5,5.8,17.5,1763.1,1435.5
4.57,92.1,11.3,39.7,48.3,17.0,4227.8,3291.5
6.1,89.8,41.6,66.2,15.1,15.8,2485.4,2282.0
6.7,93.5,9.1,14.7,31.3,27.2,1554.1,1557.0
6.98,30.0,79.9,13.2,48.7,19.8,3159.3,2804.7
7.15,74.6,31.9,36.8,7.2,34.6,2645.2,2224.7
7.85,64.8,76.9,68.4,17.1,15.5,4066.6,3451.2
5.36,76.0,63.0,19.3,32.4,23.9,6875.4,7389.9
4.98,33.7,35.8,60.8,39.3,10.4,1745.8,1288.6
7.91,72.5,13.9,31.6,41.3,24.5,3236.4,2939.8
5.13,46.9,22.8,62.1,44.8,11.7,6591.9,4988.1
8.4,85.1,55.5,46.6,12.6,39.3,6261.2,4136.4
7.87,81.6,67.2,19.2,21.7,33.7,3365.6,2880.3
6.5,29.0,78.5,29.8,37.1,24.7,5193.7,5685.0
8.43,26.5,14.9,27.6,37.2,12.6,1527.1,1147.4
4.89,74.6,16.7,23.2,18.9,27.8,5275.2,4440.1
5.71,59.5,8.2,47.5,18.7,32.8,6837.1,5668.2
7.05,60.1,24.5,86.4,19.4,15.7,4224.9,3482.9
5.9,77.7,66.6,62.6,45.1,27.0,3990.9,4573.4
8.21,86.9,19.9,76.9,45.9,34.4,2123.9,1591.1
4.76,31.5,46.1,88.5,5.7,33.0,4802.7,4014.7
6.7,60.0,38.5,53.2,19.6,34.1,4542.6,3550.5
6.86,84.6,29.4,29.0,22.6,36.4,4911.6,3592.2
7.11,88.6,51.4,84.2,49.2,38.1,1156.5,908.9
5.52,35.9,42.7,65.9,47.5,22.2,4292.3,4432.2
5.96,19.4,30.1,86.7,33.3,27.1,4569.6,4734.5
7.87,31.0,56.7,62.1,7.1,33.7,2245.2,1812.2
5.28,95.1,26.0,72.0,13.6,30.9,2250.0,2065.5
7.81,51.6,53.2,81.3,24.5,39.9,2657.3,1768.1
6.75,47.7,76.8,70.7,48.2,10.4,5270.3,4256.8
7.55,11.2,59.7,55.0,9.3,20.7,4637.6,4208.3
7.35,14.6,36.4,47.8,40.6,18.4,6074.6,5597.4
5.33,70.2,61.1,75.9,13.6,17.9,2774.0,2409.6
6.78,63.1,65.7,71.8,27.9,16.7,6472.4,5446.8
7.97,61.8,29.4,39.3,39.5,31.3,5462.2,5192.8
6.23,19.9,57.9,49.9,36.2,12.5,3370.1,2939.3
8.37,41.7,37.6,60.8,39.9,32.2,1571.6,1377.5
6.31,83.1,66.4,12.3,41.6,30.8,2541.9,2419.7
5.07,25.7,27.2,29.8,18.8,17.5,6740.6,5493.9
6.06,89.4,75.3,30.0,21.4,17.6,2862.2,2347.4
8.31,20.9,48.1,80.7,41.7,28.9,2979.4,2662.1
5.78,25.2,31.5,36.5,6.7,32.9,2137.5,1907.1
7.97,53.0,36.5,53.6,28.2,36.3,5841.1,4503.1
8.03,95.1,31.1,76.5,46.4,35.6,2653.9,2197.0
5.9,39.7,16.0,30.8,44.8,38.9,2981.5,2459.6
4.83,69.2,10.1,19.9,41.2,27.4,3486.1,3528.6
7.4,63.0,29.1,85.9,6.0,37.3,3602.4,2707.7
5.75,23.5,39.4,66.4,44.9,34.3,3468.0,2837.9
7.63,32.3,32.1,24.2,46.0,36.8,4022.5,2899.8
6.27,93.7,6.0,75.6,34.9,10.3,5887.1,4803.9
6.44,26.6,48.4,73.0,18.5,39.0,5915.7,4815.9
7.61,72.6,15.9,77.0,27.0,24.2,5789.9,5750.8
6.03,96.8,20.8,32.1,39.3,33.9,1606.7,1292.3
6.27,20.8,14.1,45.9,41.6,13.8,5798.1,4865.9
6.0,45.9,44.0,65.5,20.5,21.9,1721.5,1613.7
5.97,30.2,12.1,41.3,19.7,18.1,1748.3,1404.0
6.6,29.9,24.2,15.6,38.1,18.7,6687.2,6682.8
7.74,20.7,38.9,20.9,35.9,13.7,5916.4,4313.7
5.95,68.5,17.6,57.8,28.1,34.2,4314.5,3800.2
6.6,77.2,38.5,40.0,23.9,10.3,6249.8,4588.4
7.18,70.9,30.7,10.4,34.6,19.4,6936.2,6768.9
5.58,93.2,69.5,71.3,6.5,15.2,4663.9,3902.9
5.61,23.1,64.6,43.3,8.4,27.7,4677.4,3985.3
8.23,38.8,79.5,35.1,30.8,17.6,5526.6,4572.4
7.39,41.0,44.7,67.1,14.5,17.8,2392.8,1936.4
6.81,30.9,48.2,46.4,39.9,24.7,2002.7,2213.8
7.09,22.8,76.0,65.6,39.8,29.6,5557.5,5418.3
4.62,53.8,35.0,11.1,36.9,13.6,3069.4,2220.0
6.97,85.1,46.7,10.8,45.7,15.3,1810.4,1515.8
6.54,95.9,33.4,54.8,11.3,17.4,2889.3,2353.5
6.68,21.6,45.9,88.6,16.7,39.2,3151.8,2203.4
5.94,84.1,11.1,31.8,16.4,21.9,6791.4,6681.2
4.83,84.2,63.8,64.6,40.2,28.0,5187.8,5088.9
5.27,45.0,78.9,23.8,28.5,17.2,4185.1,3435.2
8.3,19.9,9.9,34.9,16.4,24.7,6813.2,6670.6
6.13,99.1,65.1,16.2,11.1,12.2,6418.8,4865.4
6.37,69.0,23.1,80.5,45.2,11.0,4072.0,3426.2
4.71,98.4,19.8,34.8,36.1,24.1,6434.1,6591.8
4.65,53.5,57.0,28.4,28.8,22.0,3425.8,3328.1
7.37,45.6,8.3,68.4,48.4,14.1,2382.5,2097.2
6.65,32.2,39.7,26.0,43.2,30.6,2396.1,2363.6
6.53,98.5,5.1,29.2,13.0,39.8,4973.9,3779.6
5.47,32.8,46.6,18.3,27.9,21.9,4006.4,3945.8
7.48,12.1,39.7,87.0,26.9,28.7,4953.7,4321.0
5.17,56.1,73.7,29.8,43.0,38.9,5116.5,3647.2
5.26,43.9,59.0,89.7,11.7,34.9,1133.9,822.0
6.34,33.5,14.5,24.1,25.3,23.9,1324.2,1246.9
5.65,67.1,31.6,11.7,33.6,32.1,4196.1,3875.7
5.49,42.8,74.9,81.7,47.5,13.8,2146.2,1938.3
7.08,46.2,59.4,56.4,45.5,25.4,4795.2,5294.3
7.1,12.1,49.6,38.1,29.0,18.4,4313.1,4114.7
7.8,63.0,46.9,51.1,32.3,14.8,4514.6,3495.4
6.17,21.0,34.9,30.9,43.4,22.8,2814.7,3047.6
4.79,29.2,48.9,60.8,38.5,13.9,4839.1,3615.2
5.59,74.5,62.9,59.3,44.6,31.0,5977.0,6055.3
8.42,38.2,14.6,16.4,45.3,23.7,6988.4,7008.0
6.89,24.7,77.7,82.9,42.5,25.9,6030.7,7065.9
7.34,62.0,23.0,46.8,5.4,14.4,4345.0,3541.8
4.53,29.3,38.6,25.6,19.0,14.2,2160.6,1539.5
6.57,34.4,6.7,34.6,23.2,27.5,5088.7,4582.9
4.65,65.9,46.3,79.3,35.5,39.6,6625.9,5018.9
6.78,76.6,33.6,40.7,18.8,12.9,2271.2,1803.9
8.18,76.6,23.7,55.0,19.6,18.6,2536.0,2281.3
8.37,53.4,78.9,85.8,23.0,36.1,1894.1,1409.0
6.66,50.9,37.1,62.1,48.0,12.2,5420.3,4017.9
6.33,80.9,36.1,64.1,24.7,36.3,3439.4,2572.2
8.28,27.4,39.7,29.9,11.3,25.7,1376.2,1296.7
7.19,23.7,13.7,63.5,5.3,22.2,6249.7,5274.0
4.76,69.8,34.5,41.5,15.6,19.3,4346.0,3833.4
6.36,46.9,30.2,82.9,47.2,18.9,2986.6,2845.4
5.46,73.9,39.9,20.4,48.0,19.2,3063.9,2868.5
6.38,33.1,69.2,32.9,28.8,36.5,2741.5,2365.9
6.32,39.2,19.5,15.3,34.1,31.7,3732.9,3208.5
6.83,90.7,50.6,40.5,40.8,30.1,3022.3,2897.4
5.93,47.9,7.8,21.9,7.5,34.0,4287.7,3573.3
5.16,63.2,28.8,77.6,21.8,17.7,5641.1,5164.8
6.51,19.6,40.4,84.0,33.9,28.5,5046.8,4841.1
7.82,26.1,10.6,63.6,45.4,23.8,2766.7,2806.0
7.16,13.2,45.8,18.3,37.7,33.5,4172.4,3877.7
5.85,48.2,28.3,37.3,20.8,19.3,6040.8,5543.5
8.24,99.0,79.5,87.2,45.9,29.3,1409.2,1452.2
8.15,88.6,52.3,20.9,34.9,36.5,1469.8,1226.1
5.34,67.0,23.3,54.5,42.4,22.1,4337.0,4576.9
4.66,87.5,12.7,38.2,22.3,12.0,4834.7,3590.5
7.47,63.5,8.1,89.9,5.1,25.5,2268.5,2207.6
7.81,43.2,11.8,32.8,12.5,20.4,5471.3,4327.1
8.37,25.6,56.0,13.8,46.7,30.2,4877.6,4067.2
8.06,68.8,69.1,66.2,6.5,38.5,6539.7,4350.7
6.9,27.4,16.8,36.1,31.8,24.6,2013.7,1865.4
6.62,47.6,35.2,62.6,23.4,24.0,5508.2,5213.0
4.61,84.3,31.6,18.4,24.3,29.6,1501.9,1247.8
5.49,21.6,53.3,51.8,23.0,13.1,4391.8,3058.9
6.34,21.6,18.7,40.0,8.0,17.6,4311.4,3410.3
7.01,30.2,76.5,52.9,10.5,37.6,3330.3,2284.6
6.73,59.7,59.6,78.3,7.8,30.1,6067.4,5507.1
7.47,32.7,76.6,87.8,7.4,10.4,1026.2,764.3
5.62,55.3,25.8,70.3,8.9,16.1,4121.1,3534.1
6.76,37.2,49.1,71.3,36.3,30.5,2302.9,2376.7
4.85,55.6,59.9,52.3,10.1,32.9,5461.0,4581.1
6.15,35.0,58.3,17.8,16.8,35.2,1258.4,962.2
7.5,98.2,6.6,63.4,34.6,18.8,5989.3,5636.7
7.27,54.3,79.9,21.8,10.1,37.9,6028.6,4660.2
8.46,76.9,74.6,29.7,46.0,26.6,5997.2,5891.7
5.61,73.0,14.0,66.6,26.5,30.9,1915.4,1824.5
6.49,54.2,45.8,62.6,48.3,27.9,4782.4,4585.4
5.82,31.5,28.6,35.1,13.7,13.7,1086.2,843.0
6.26,56.0,70.9,71.8,6.4,38.9,6087.8,4486.2
7.93,71.3,57.3,85.1,31.6,13.7,5337.9,4461.4
7.24,51.4,21.8,53.6,19.8,17.6,4186.9,3312.7
8.03,17.4,7.5,64.2,30.8,34.4,5383.5,4002.6
5.31,11.6,26.9,31.7,26.3,28.6,1565.9,1432.9
7.99,39.5,7.9,87.7,25.6,35.1,4171.9,3547.2
4.74,23.5,15.6,31.9,43.3,25.5,2747.7,2436.3
8.05,91.6,52.7,81.0,13.6,21.3,6835.7,6499.1
5.82,25.8,60.9,84.2,27.5,37.7,6142.7,4469.2
5.76,45.5,40.1,67.6,23.7,11.1,5399.7,3661.6
6.55,74.1,50.0,74.9,35.3,35.7,6602.5,5569.2
8.26,83.4,16.7,46.6,7.3,16.9,3081.1,2447.1
4.69,53.0,28.8,83.6,28.8,35.5,6405.3,5264.6
5.91,26.3,58.5,69.4,26.5,14.2,2951.4,2456.2
7.93,34.4,32.4,36.1,48.8,27.4,5396.8,5209.5
6.08,47.7,31.2,12.8,39.0,36.6,5418.5,4171.3
5.3,42.8,19.5,53.3,12.0,24.2,1110.1,1005.8
6.2,41.4,49.6,77.3,27.9,32.4,3166.4,3005.0
6.04,21.9,65.7,78.9,40.3,34.1,1116.6,904.5
8.16,92.2,40.2,76.8,28.6,32.1,6982.6,5555.3
7.55,12.7,13.7,27.2,21.1,37.8,1733.2,1301.1
6.52,49.6,67.9,44.1,21.9,23.4,4256.9,4756.3
8.45,98.2,10.4,59.1,21.5,15.2,5743.3,4078.3
6.36,69.4,40.4,63.4,5.9,11.4,2207.6,1676.3
4.73,42.0,24.6,36.8,37.9,17.4,3910.3,3069.7
5.55,23.1,75.2,65.4,32.5,14.3,4644.6,3402.2
6.24,96.7,60.3,57.3,17.1,26.7,1961.2,2124.2
5.13,11.3,47.5,55.3,33.4,15.5,5671.3,4568.7
8.29,71.3,55.1,63.0,18.9,11.2,2796.0,1769.0
7.57,89.2,45.0,58.3,16.0,11.1,2266.1,1764.1
5.57,12.3,16.1,23.3,38.4,34.9,4349.7,3533.1
6.86,75.3,58.2,80.0,41.4,27.7,3461.9,3762.6
7.39,99.9,42.0,29.2,33.2,20.7,6521.7,6084.8
8.27,67.6,52.6,69.6,40.3,36.8,6280.4,4534.1
8.03,47.3,8.4,24.1,21.5,12.1,3900.1,2732.9
6.56,88.7,15.7,62.9,8.2,39.4,3155.6,2211.1
7.6,59.9,49.2,81.7,32.2,28.5,2953.1,2712.8
6.75,77.4,39.5,10.8,16.5,15.5,2605.4,2219.6
6.71,62.9,22.0,88.4,40.0,30.4,4267.3,3807.0
4.96,13.4,23.1,12.4,21.1,32.9,5829.9,4519.7
5.0,29.2,52.4,10.9,35.2,22.9,2864.5,2721.3
6.62,17.1,9.4,78.6,29.9,35.8,2140.6,1834.7
5.58,19.6,37.6,66.7,41.8,14.5,3852.9,3239.4
4.58,11.4,44.2,18.5,42.5,18.4,1414.2,1280.1
7.39,47.9,28.1,85.0,8.1,12.8,5207.7,4250.4
4.63,26.1,66.5,63.8,18.3,16.3,4110.1,3509.3
6.88,87.0,9.3,18.9,44.2,17.2,3978.2,3775.3
6.66,77.5,69.9,78.8,23.2,37.5,2802.7,2340.7
8.38,61.6,59.2,48.5,28.2,12.3,6428.0,4231.5
6.44,54.0,38.5,32.3,13.3,22.8,1542.9,1521.4
4.75,33.0,74.3,76.0,29.9,26.0,6218.9,6214.9
6.71,52.7,57.7,69.1,16.9,37.0,3260.2,2537.4
7.86,67.7,74.8,59.8,42.3,39.9,6283.7,4478.5
8.49,80.4,40.4,81.9,14.0,32.6,5372.6,4364.1
6.22,17.4,39.0,78.9,21.2,39.1,1625.0,1303.2
5.78,73.8,44.8,28.1,9.3,33.6,5989.2,4672.4
8.13,76.8,9.9,80.3,31.5,38.9,5093.1,3573.9
5.26,60.3,73.1,39.9,47.4,31.2,1193.8,1128.0
6.96,29.3,55.1,44.5,12.8,12.4,1802.2,1268.8
6.12,58.5,51.3,87.8,5.9,22.1,4813.8,4916.4
4.66,55.2,74.5,70.8,24.0,29.4,4975.6,4578.0
5.89,52.8,79.5,35.7,38.7,20.5,5479.9,5139.8
5.56,51.5,17.3,61.8,48.9,18.2,5321.5,5051.6
7.24,20.0,61.2,53.1,7.3,27.3,4957.1,4432.5
8.3,26.5,48.5,19.3,40.4,38.0,5597.4,4268.5
5.57,18.8,39.6,81.0,21.6,11.0,4450.5,2932.2
7.75,31.8,78.3,75.8,11.9,33.1,2564.7,2074.2
4.72,33.7,68.8,72.2,13.7,31.7,6474.3,5082.6
6.65,32.1,57.3,54.7,46.6,38.9,1109.3,933.0
4.78,29.0,33.7,27.7,41.4,37.9,3199.4,2448.7
8.24,76.2,55.0,80.7,19.0,32.9,5373.2,4715.3
7.57,83.7,44.9,38.2,47.3,25.6,3562.9,3821.5
7.13,39.4,23.7,11.6,9.7,16.1,1149.0,972.4
7.8,37.5,38.8,88.5,19.5,26.4,1395.9,1320.6
7.09,86.0,20.9,78.9,34.4,33.0,4891.8,4512.0
8.38,66.2,42.5,59.8,50.0,36.9,6789.2,4755.3
7.36,36.4,59.0,11.0,26.0,33.7,4311.2,3843.1
